name, img, birth, death, length 
Hilton Young, 1st Baron Kennet, http://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Edward_Hilton_Young.jpg/220px-Edward_Hilton_Young.jpg, 1879-03-20, 1960-07-11, 20040
Herbert Robbins, http://upload.wikimedia.org/wikipedia/en/7/76/1966-HerbertRobbins.jpg, 1915-01-12, 2001-02-12, 7144
James Durbin, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/James_Durbin.jpg/220px-James_Durbin.jpg, 1923-06-30, 2012-06-23, 11575
Joseph L. Doob, http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Joseph_Doob.jpg/240px-Joseph_Doob.jpg, 1910-02-27, 2004-06-07, 18212
Emmanuel Todd, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Emmanuel_Todd_11_2014.JPG/250px-Emmanuel_Todd_11_2014.JPG, 1951-05-16, , 11899
Harald Cramér, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Harald_Cram%C3%A9r.jpeg/220px-Harald_Cram%C3%A9r.jpeg, 1893-09-25, 1985-10-05, 12060
Richard Doll, http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Richard_Doll.jpg/150px-Richard_Doll.jpg, 1912-10-28, 2005-07-24, 19842
Sir Charles Dilke, 2nd Baronet, http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Charles_Dilke_2.JPG/240px-Charles_Dilke_2.JPG, 1843-09-04, 1911-01-27, 15696
Kenneth Massey, http://upload.wikimedia.org/wikipedia/en/thumb/3/39/KennethMasseyAug2014.png/220px-KennethMasseyAug2014.png, 1975-12-25, , 6504
George Goschen, 1st Viscount Goschen, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/George_Goschen_by_Bassano.jpg/200px-George_Goschen_by_Bassano.jpg, 2017-03-08UTC06:24:50, 1907-02-07, 18531
Nathan Mantel, http://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Mantel.jpg/220px-Mantel.jpg, 1919-02-16, 2002-05-26, 1637
