name, img, birth, death, length 
Christof Wetterich, http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Wetterich_2.jpg/220px-Wetterich_2.jpg, , , 3444
Robert W. Wood, http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Williams_Wood.png/220px-Robert_Williams_Wood.png, , 1955-08-11, 21457
Adriaan Fokker, http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/AdriaanFokker.jpg/220px-AdriaanFokker.jpg, 1887-08-17, 1972-09-24, 6302
Francisco José Ynduráin, http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Francisco_Yndurain.jpg/220px-Francisco_Yndurain.jpg, 1940-12-23, 2008-06-06, 9245
Anton Zeilinger, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Godany_zeilinger2011_2452_blackboard.jpg/243px-Godany_zeilinger2011_2452_blackboard.jpg, 1945-05-20, , 25350
Homi J. Bhabha, http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Homi_Jehangir_Bhabha_1960s.jpg/220px-Homi_Jehangir_Bhabha_1960s.jpg, 1909-10-30, 1966-01-24, 25070
James Bjorken, http://upload.wikimedia.org/wikipedia/commons/c/c3/James_Bjorken.jpg, 1934-06-22, , 5929
Marcia Barbosa, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/M%C3%A1rcia_Barbosa.jpg/220px-M%C3%A1rcia_Barbosa.jpg, , , 3278
Wojciech H. Zurek, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Wojciech_H._Zurek.gif/180px-Wojciech_H._Zurek.gif, , , 5952
V. Balakrishnan (physicist), http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vbalki.jpg/220px-Vbalki.jpg, , , 4723
Abraham Alikhanov, http://upload.wikimedia.org/wikipedia/en/d/d1/Abraham-alikhanov.jpg, 1904-02-20, 1970-12-08, 4437
Artem Alikhanian, http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Artem_Alikhanian_in_1948.jpg/155px-Artem_Alikhanian_in_1948.jpg, 1908-06-24, 1978-02-25, 10994
Jan Burgers, http://upload.wikimedia.org/wikipedia/en/7/7d/Johannes_Martinus_Burgers.jpg, 1895-01-13, 1981-06-07, 2840
Aaldert Wapstra, http://upload.wikimedia.org/wikipedia/commons/4/4b/Aaldert_Wapstra.jpg, 1922-04-24, 2006-12-02, 3663
Curtis Callan, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/CurtisCallan1986a.jpg/220px-CurtisCallan1986a.jpg, 1942-10-11, , 5309
Ernst Abbe, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Ernst_Abbe.jpg/220px-Ernst_Abbe.jpg, 1840-01-23, 1905-01-14, 23149
Gustaf Dalén, http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Nils_Gustaf_Dal%C3%A9n.jpg/220px-Nils_Gustaf_Dal%C3%A9n.jpg, 1869-11-30, 1937-12-09, 10608
Edward Victor Appleton, http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Appleton.jpg/190px-Appleton.jpg, 1892-09-06, 1965-04-21, 21253
Anja Cetti Andersen, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Anja_Cetti_Andersen_-_Rosseland_lecture_2015_%28cropped%29.jpg/220px-Anja_Cetti_Andersen_-_Rosseland_lecture_2015_%28cropped%29.jpg, 1965-09-25, , 10059
Alain Aspect, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Alain-Aspect-ForMemRS.jpg/220px-Alain-Aspect-ForMemRS.jpg, 1947-06-15, , 9359
Patrick Blackett, http://upload.wikimedia.org/wikipedia/commons/c/c3/Blackett-large.jpg, 1897-11-18, 1974-07-13, 23406
Yakov Lvovich Alpert, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Yakov_Alpert-1986.jpg/220px-Yakov_Alpert-1986.jpg, 1911-03-01, 2010-10-05, 4479
François Arago, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Arago_Francois_portrait.jpg/220px-Arago_Francois_portrait.jpg, , 1853-10-02, 26771
Peter Zoller, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Zoller_Peter.jpg/220px-Zoller_Peter.jpg, 1952-09-16, , 12401
Aristarchus of Samos, http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Aristarchos_von_Samos_%28Denkmal%29.jpeg/220px-Aristarchos_von_Samos_%28Denkmal%29.jpeg, , , 12125
Victor Ambartsumian, http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Viktor_Hambardzumyan.png/170px-Viktor_Hambardzumyan.png, 1908-09-18, 1996-08-12, 30842
Hermann Weyl, http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Hermann_Weyl_ETH-Bib_Portr_00890.jpg/220px-Hermann_Weyl_ETH-Bib_Portr_00890.jpg, 1885-11-09, 1955-12-08, 29378
Henri Becquerel, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Portrait_of_Antoine-Henri_Becquerel.jpg/300px-Portrait_of_Antoine-Henri_Becquerel.jpg, 1852-12-15, 1908-08-25, 14765
Jean le Rond d'Alembert, http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Alembert.jpg/225px-Alembert.jpg, 1717-11-16, 1783-10-29, 22276
Fred Alan Wolf, http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/FAW2000-16-06.jpg/200px-FAW2000-16-06.jpg, 1934-12-03, , 7851
William Henry Bragg, http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/William_Henry_Bragg_Nobel_bw.jpg/220px-William_Henry_Bragg_Nobel_bw.jpg, 1862-07-02, 1942-03-12, 21047
Charles Thomson Rees Wilson, http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/CTR_Wilson.jpg/220px-CTR_Wilson.jpg, 1868-02-14, 1959-11-15, 8263
Johann Jakob Balmer, http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Balmer.jpeg/220px-Balmer.jpeg, , 1898-03-12, 6232
Vilhelm Bjerknes, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Vilhelm_Bjerknes_Bust_01.jpg/220px-Vilhelm_Bjerknes_Bust_01.jpg, 1862-03-14, 1951-04-09, 7422
John Clive Ward, http://upload.wikimedia.org/wikipedia/en/thumb/3/3a/John_Clive_Ward.jpg/220px-John_Clive_Ward.jpg, 1924-08-01, 2000-05-06, 20279
Alan Andrew Watson, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Alan_Andrew_Watson_at_the_Pierre_Auger_Observatory_sign.jpg/220px-Alan_Andrew_Watson_at_the_Pierre_Auger_Observatory_sign.jpg, , , 3021
Alvin M. Weinberg, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Alvin_Weinberg.jpg/220px-Alvin_Weinberg.jpg, 1915-04-20, 2006-10-18, 27103
Miguel Alcubierre, http://upload.wikimedia.org/wikipedia/commons/f/f8/Miguel_Alcubierre%E2%80%A201.jpg, 1964-03-28, , 6013
Alexander Animalu, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Alexander_Animalu.jpg/300px-Alexander_Animalu.jpg, 1938-08-28, , 8362
Daniel C. Tsui, http://upload.wikimedia.org/wikipedia/commons/3/34/Daniel_Chee_Tsui.jpg, 1939-02-28, , 7638
